Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Travel_Rarely,Human Resources,20,2,Medical,1,1298,Female,1,Human Resources,Married,2148,0,Y,11,80,0,6,3,5,1,4
46,Yes,Travel_Rarely,Research & Development,21,2,Medical,1,1299,Female,2,Healthcare Representative,Married,8926,4,Y,22,80,1,13,2,9,3,7
40,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1300,Female,2,Healthcare Representative,Divorced,6513,4,Y,17,80,1,12,3,5,0,3
34,No,Travel_Rarely,Sales,8,2,Technical Degree,1,1301,Male,2,Sales Executive,Married,6799,1,Y,21,80,2,10,5,10,4,8
58,No,Non-Travel,Sales,2,3,Medical,1,1302,Male,4,Manager,Divorced,16291,4,Y,22,80,1,37,0,16,14,14
35,No,Travel_Rarely,Research & Development,23,4,Medical,1,1303,Male,1,Laboratory Technician,Married,2705,0,Y,16,80,1,6,2,5,0,3
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1304,Female,3,Manufacturing Director,Divorced,10333,8,Y,12,80,1,28,4,22,14,10
40,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,1305,Female,2,Healthcare Representative,Divorced,4448,2,Y,12,80,1,15,3,7,7,7
54,No,Travel_Rarely,Research & Development,7,4,Medical,1,1306,Female,2,Research Scientist,Married,6854,4,Y,15,80,1,14,2,7,1,7
31,No,Travel_Frequently,Sales,7,4,Marketing,1,1307,Female,3,Sales Executive,Married,9637,2,Y,14,80,2,9,3,3,2,2
28,No,Travel_Rarely,Research & Development,1,3,Medical,1,1308,Female,1,Research Scientist,Married,3591,1,Y,25,80,1,3,3,3,1,2
38,No,Travel_Rarely,Sales,2,4,Marketing,1,1309,Female,2,Sales Representative,Married,5405,2,Y,20,80,2,20,4,4,0,3
26,No,Travel_Rarely,Sales,10,3,Medical,1,1310,Male,2,Sales Executive,Single,4684,1,Y,13,80,0,5,4,5,1,2
58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1,1311,Male,4,Research Director,Married,15787,2,Y,14,80,0,23,3,2,2,2
18,No,Non-Travel,Research & Development,14,3,Medical,1,1312,Female,1,Research Scientist,Single,1514,1,Y,16,80,0,0,4,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,1,1313,Male,1,Human Resources,Married,2956,0,Y,17,80,0,2,4,1,0,0
29,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,1314,Male,1,Human Resources,Divorced,2335,4,Y,15,80,3,4,3,2,2,0
45,No,Non-Travel,Sales,2,4,Life Sciences,1,1315,Female,2,Sales Executive,Married,5154,4,Y,22,80,2,10,3,8,5,7
36,No,Travel_Rarely,Research & Development,2,4,Other,1,1316,Female,2,Research Scientist,Married,6962,4,Y,22,80,1,15,2,1,0,0
43,No,Travel_Frequently,Sales,2,4,Life Sciences,1,1317,Male,2,Sales Executive,Married,5675,1,Y,20,80,1,7,5,7,7,7
27,No,Travel_Frequently,Research & Development,5,2,Life Sciences,1,1318,Female,1,Laboratory Technician,Single,2379,0,Y,14,80,0,6,3,5,0,2
29,No,Travel_Frequently,Research & Development,20,1,Medical,1,1319,Male,1,Laboratory Technician,Married,3812,1,Y,13,80,0,11,3,11,3,10
32,No,Travel_Frequently,Sales,10,4,Marketing,1,1320,Male,2,Sales Executive,Single,4648,8,Y,13,80,0,4,2,0,0,0
42,No,Non-Travel,Research & Development,10,4,Technical Degree,1,1321,Male,1,Research Scientist,Married,2936,3,Y,22,80,2,10,1,6,3,3
47,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1322,Female,1,Laboratory Technician,Single,2105,4,Y,12,80,0,7,2,2,2,0
46,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1323,Male,3,Manufacturing Director,Divorced,8578,3,Y,14,80,1,12,4,9,4,7
28,No,Non-Travel,Human Resources,1,2,Life Sciences,1,1324,Male,1,Human Resources,Divorced,2706,1,Y,15,80,1,3,2,3,2,2
29,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1325,Male,2,Healthcare Representative,Divorced,6384,8,Y,17,80,2,11,3,7,1,6
42,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1326,Male,1,Laboratory Technician,Single,3968,4,Y,13,80,0,8,3,0,0,0
32,Yes,Travel_Rarely,Sales,2,4,Marketing,1,1327,Male,2,Sales Executive,Single,9907,7,Y,12,80,0,7,3,2,2,2
46,No,Travel_Rarely,Sales,3,3,Technical Degree,1,1328,Female,4,Sales Executive,Divorced,13225,2,Y,12,80,1,25,5,19,2,8
27,No,Travel_Rarely,Sales,23,1,Medical,1,1329,Female,2,Sales Representative,Married,3540,1,Y,21,80,1,9,5,9,5,8
29,No,Travel_Rarely,Human Resources,6,1,Medical,1,1330,Male,1,Human Resources,Married,2804,1,Y,11,80,0,1,3,1,0,0
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,1331,Female,5,Manager,Married,19392,7,Y,13,80,0,21,2,16,6,14
48,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1332,Male,5,Research Director,Married,19665,4,Y,12,80,0,29,3,22,12,9
29,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,1,1333,Male,1,Research Scientist,Single,2439,1,Y,24,80,0,1,3,1,1,0
46,Yes,Travel_Rarely,Sales,10,3,Life Sciences,1,1334,Female,3,Sales Executive,Married,7314,5,Y,21,80,3,14,2,8,0,7
27,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,1335,Female,1,Research Scientist,Married,4774,0,Y,19,80,1,8,2,7,7,3
39,No,Travel_Rarely,Research & Development,19,4,Other,1,1336,Male,2,Research Scientist,Divorced,3902,8,Y,14,80,3,7,2,2,2,2
55,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1337,Male,1,Research Scientist,Married,2662,8,Y,20,80,1,19,2,5,0,4
28,No,Travel_Rarely,Sales,3,3,Medical,1,1338,Female,1,Sales Representative,Married,2856,1,Y,19,80,1,1,3,1,0,0
30,Yes,Travel_Rarely,Sales,9,3,Medical,1,1339,Male,1,Sales Representative,Single,1081,1,Y,13,80,0,1,3,1,0,0
22,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1340,Male,1,Research Scientist,Single,2472,1,Y,23,80,0,1,2,1,0,0
36,No,Travel_Rarely,Sales,10,4,Technical Degree,1,1341,Female,2,Sales Executive,Married,5673,1,Y,13,80,1,10,4,10,1,7
31,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1342,Male,2,Laboratory Technician,Divorced,4197,1,Y,11,80,1,10,2,10,0,2
34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,1343,Male,3,Sales Executive,Married,9713,2,Y,13,80,3,9,3,5,1,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1344,Male,1,Laboratory Technician,Single,2062,3,Y,14,80,0,11,2,3,1,2
37,No,Travel_Rarely,Research & Development,7,4,Medical,1,1345,Male,2,Research Scientist,Married,4284,5,Y,22,80,1,16,2,5,0,4
35,No,Travel_Rarely,Research & Development,16,2,Other,1,1346,Female,2,Manufacturing Director,Married,4788,0,Y,11,80,0,4,2,3,0,2
45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1347,Female,2,Manufacturing Director,Married,5906,0,Y,13,80,2,10,2,9,3,8
36,No,Travel_Frequently,Human Resources,2,1,Human Resources,1,1348,Male,2,Human Resources,Single,3886,1,Y,21,80,0,10,2,10,0,8
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1349,Male,4,Manager,Divorced,16823,2,Y,11,80,1,22,3,19,11,16
26,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1350,Female,1,Research Scientist,Married,2933,1,Y,13,80,1,1,3,1,1,0
27,No,Travel_Rarely,Sales,2,2,Medical,1,1351,Female,2,Sales Executive,Single,6500,0,Y,14,80,0,9,5,8,0,7
48,No,Travel_Frequently,Research & Development,22,3,Medical,1,1352,Female,4,Manager,Divorced,17174,3,Y,11,80,1,24,3,22,4,7
44,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1353,Male,2,Healthcare Representative,Married,5033,2,Y,15,80,1,10,5,2,2,2
34,Yes,Non-Travel,Research & Development,16,4,Technical Degree,1,1354,Male,1,Research Scientist,Married,2307,1,Y,23,80,1,5,2,5,3,0
56,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1,1355,Male,1,Laboratory Technician,Single,2587,1,Y,16,80,0,5,3,4,1,0
36,No,Travel_Rarely,Sales,17,2,Marketing,1,1356,Male,2,Sales Executive,Married,5507,2,Y,16,80,2,12,1,4,1,3
41,No,Travel_Rarely,Sales,8,3,Marketing,1,1357,Female,2,Sales Executive,Married,4393,5,Y,21,80,1,14,3,5,1,4
42,No,Travel_Rarely,Research & Development,6,3,Medical,1,1358,Male,3,Research Director,Married,13348,9,Y,13,80,1,18,3,13,5,7
31,No,Travel_Rarely,Sales,10,2,Medical,1,1359,Female,2,Sales Executive,Divorced,6583,2,Y,11,80,1,8,2,5,1,4
34,No,Travel_Rarely,Sales,3,1,Medical,1,1360,Female,2,Sales Executive,Married,8103,3,Y,12,80,0,9,3,4,0,1
31,No,Travel_Rarely,Research & Development,4,3,Medical,1,1361,Female,1,Laboratory Technician,Divorced,3978,8,Y,12,80,1,4,0,2,2,2
26,No,Travel_Frequently,Research & Development,6,3,Other,1,1362,Male,1,Laboratory Technician,Married,2544,0,Y,18,80,1,8,3,7,7,7
45,No,Travel_Frequently,Research & Development,1,4,Medical,1,1363,Male,2,Healthcare Representative,Single,5399,4,Y,12,80,0,12,3,4,0,3
33,No,Travel_Rarely,Sales,10,4,Marketing,1,1364,Male,2,Sales Executive,Single,5487,1,Y,14,80,0,10,2,10,0,9
28,No,Travel_Frequently,Sales,1,2,Life Sciences,1,1365,Male,2,Sales Executive,Married,6834,1,Y,12,80,1,7,2,7,0,7
29,Yes,Travel_Frequently,Sales,24,3,Technical Degree,1,1366,Male,1,Sales Representative,Single,1091,1,Y,17,80,0,1,3,1,0,0
39,No,Non-Travel,Sales,21,4,Life Sciences,1,1367,Female,2,Sales Executive,Married,5736,6,Y,19,80,1,10,1,3,1,2
27,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1368,Male,1,Research Scientist,Married,2226,1,Y,11,80,1,6,3,5,1,2
34,No,Travel_Frequently,Research & Development,22,4,Other,1,1369,Male,2,Research Scientist,Married,5747,1,Y,15,80,0,16,3,15,6,11
28,Yes,Travel_Rarely,Sales,13,2,Marketing,1,1370,Female,2,Sales Executive,Single,9854,3,Y,11,80,0,6,0,2,2,2
47,No,Non-Travel,Research & Development,14,4,Technical Degree,1,1371,Male,2,Research Scientist,Married,5467,8,Y,18,80,1,16,4,8,1,7
56,No,Travel_Rarely,Sales,11,5,Marketing,1,1372,Female,2,Sales Executive,Married,5380,4,Y,16,80,1,6,3,0,0,0
39,No,Travel_Rarely,Research & Development,9,2,Medical,1,1373,Male,2,Manufacturing Director,Married,5151,1,Y,25,80,1,10,3,10,7,9
38,No,Travel_Frequently,Research & Development,8,3,Medical,1,1374,Female,2,Research Scientist,Divorced,2133,1,Y,16,80,1,20,3,20,0,7
58,No,Travel_Rarely,Sales,21,3,Life Sciences,1,1375,Female,4,Manager,Married,17875,4,Y,13,80,1,29,2,1,0,0
32,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1,1376,Female,1,Research Scientist,Single,2432,3,Y,14,80,0,8,2,4,0,3
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1377,Male,1,Research Scientist,Divorced,4771,2,Y,19,80,2,10,0,5,0,3
49,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1378,Male,5,Research Director,Married,19161,3,Y,15,80,0,28,3,5,4,3
42,No,Travel_Rarely,Sales,12,4,Marketing,1,1379,Male,2,Sales Executive,Divorced,5087,3,Y,12,80,2,14,4,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1,1380,Female,1,Human Resources,Married,2863,1,Y,12,80,0,1,2,1,0,0
35,No,Travel_Rarely,Sales,18,4,Medical,1,1381,Male,2,Sales Executive,Married,5561,0,Y,16,80,1,6,2,5,0,4
28,No,Non-Travel,Research & Development,16,3,Medical,1,1382,Male,1,Research Scientist,Single,2144,1,Y,14,80,0,5,3,5,1,4
31,No,Non-Travel,Research & Development,3,2,Medical,1,1383,Male,1,Research Scientist,Divorced,3065,1,Y,13,80,1,4,3,4,2,3
36,No,Non-Travel,Research & Development,9,4,Life Sciences,1,1384,Male,1,Laboratory Technician,Married,2810,1,Y,22,80,0,5,3,5,0,2
34,No,Travel_Rarely,Sales,1,3,Marketing,1,1385,Male,3,Sales Executive,Single,9888,1,Y,21,80,0,14,3,14,2,1
34,No,Travel_Rarely,Sales,13,4,Medical,1,1386,Male,3,Sales Executive,Divorced,8628,1,Y,18,80,1,9,2,8,1,1
26,No,Travel_Rarely,Research & Development,1,3,Medical,1,1387,Male,1,Laboratory Technician,Single,2867,0,Y,13,80,0,8,6,7,7,6
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1388,Male,2,Healthcare Representative,Married,5373,0,Y,12,80,1,6,5,5,0,2
32,No,Non-Travel,Research & Development,15,4,Medical,1,1389,Female,2,Healthcare Representative,Divorced,6667,5,Y,18,80,1,9,6,5,1,2
31,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1390,Male,2,Research Scientist,Married,5003,1,Y,21,80,0,10,6,10,8,7
28,Yes,Travel_Rarely,Research & Development,17,3,Technical Degree,1,1391,Male,1,Laboratory Technician,Divorced,2367,5,Y,12,80,1,6,2,4,0,3
38,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1392,Male,1,Sales Representative,Single,2858,4,Y,14,80,0,20,3,1,0,0
35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,1393,Female,2,Sales Executive,Married,5204,1,Y,11,80,0,10,2,10,0,9
27,No,Travel_Rarely,Sales,9,3,Marketing,1,1394,Male,2,Sales Executive,Single,4105,1,Y,14,80,0,7,5,7,0,7
32,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1395,Male,2,Manufacturing Director,Single,9679,8,Y,24,80,0,8,1,1,0,0
31,Yes,Travel_Frequently,Sales,26,4,Marketing,1,1396,Male,2,Sales Executive,Married,5617,1,Y,11,80,0,10,4,10,0,8
53,Yes,Travel_Rarely,Sales,24,4,Life Sciences,1,1397,Male,3,Sales Executive,Single,10448,6,Y,13,80,0,15,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1398,Female,2,Research Scientist,Married,2897,3,Y,11,80,2,9,6,4,2,3
33,No,Travel_Frequently,Research & Development,7,2,Life Sciences,1,1399,Male,2,Healthcare Representative,Divorced,5968,1,Y,20,80,3,9,2,9,2,8
43,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1400,Male,3,Healthcare Representative,Married,7510,1,Y,17,80,1,10,1,10,0,9
38,No,Travel_Frequently,Human Resources,1,4,Other,1,1401,Male,1,Human Resources,Married,2991,0,Y,11,80,1,7,2,6,1,2
55,No,Travel_Rarely,Human Resources,26,4,Human Resources,1,1402,Male,5,Manager,Married,19636,4,Y,18,80,1,35,0,10,1,4
31,No,Travel_Rarely,Research & Development,2,1,Medical,1,1403,Female,1,Laboratory Technician,Divorced,1129,1,Y,11,80,3,1,4,1,0,0
39,No,Travel_Rarely,Sales,15,4,Marketing,1,1404,Male,4,Sales Executive,Single,13341,0,Y,12,80,0,21,3,20,11,10
42,No,Non-Travel,Research & Development,23,2,Life Sciences,1,1405,Male,2,Research Scientist,Single,4332,1,Y,12,80,0,20,2,20,3,7
31,No,Non-Travel,Research & Development,10,3,Medical,1,1406,Female,3,Research Director,Married,11031,4,Y,20,80,1,13,2,11,4,8
54,No,Travel_Rarely,Research & Development,10,3,Medical,1,1407,Female,2,Manufacturing Director,Single,4440,6,Y,19,80,0,9,3,5,1,4
24,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1408,Male,2,Healthcare Representative,Single,4617,1,Y,12,80,0,4,2,4,1,2
23,No,Travel_Rarely,Research & Development,12,2,Other,1,1409,Male,1,Laboratory Technician,Single,2647,1,Y,13,80,0,5,6,5,1,4
40,No,Travel_Frequently,Research & Development,11,3,Technical Degree,1,1410,Female,2,Laboratory Technician,Married,6323,1,Y,11,80,1,10,2,10,9,4
40,No,Travel_Rarely,Sales,2,2,Marketing,1,1411,Female,2,Sales Executive,Married,5677,3,Y,14,80,1,15,4,11,5,10
25,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,1412,Female,1,Human Resources,Married,2187,4,Y,14,80,0,6,3,2,1,2
30,No,Travel_Rarely,Research & Development,1,2,Medical,1,1413,Male,1,Laboratory Technician,Married,3748,1,Y,13,80,0,12,6,12,1,7
25,No,Travel_Rarely,Research & Development,2,1,Other,1,1414,Male,1,Laboratory Technician,Divorced,3977,6,Y,19,80,1,7,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,3,Medical,1,1415,Male,3,Healthcare Representative,Single,8633,2,Y,23,80,0,25,3,17,12,11
33,No,Non-Travel,Research & Development,1,2,Medical,1,1416,Male,1,Laboratory Technician,Divorced,2008,1,Y,12,80,3,1,2,1,0,0
38,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1417,Male,2,Sales Executive,Married,4440,0,Y,15,80,2,16,3,15,5,8
31,No,Travel_Rarely,Sales,2,2,Life Sciences,1,1418,Male,1,Sales Representative,Married,3067,0,Y,19,80,1,3,1,2,1,2
38,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,1419,Male,2,Manufacturing Director,Married,5321,2,Y,11,80,1,10,1,8,7,7
42,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1420,Male,2,Research Scientist,Divorced,5410,6,Y,17,80,1,9,3,4,1,2
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1421,Male,1,Research Scientist,Married,2782,3,Y,22,80,1,12,3,5,1,0
47,No,Non-Travel,Research & Development,1,1,Medical,1,1422,Female,3,Research Director,Married,11957,0,Y,18,80,2,14,3,13,5,12
35,No,Travel_Rarely,Research & Development,11,4,Medical,1,1423,Male,1,Laboratory Technician,Married,2660,7,Y,11,80,1,5,3,2,2,2
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1424,Male,1,Research Scientist,Single,3375,0,Y,12,80,0,4,2,3,1,2
35,No,Travel_Rarely,Research & Development,9,4,Medical,1,1425,Male,2,Research Scientist,Single,5098,1,Y,19,80,0,10,5,10,0,8
33,No,Travel_Rarely,Research & Development,15,2,Medical,1,1426,Female,2,Healthcare Representative,Married,4878,0,Y,13,80,1,10,6,9,8,1
32,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,1427,Female,1,Laboratory Technician,Single,2837,1,Y,13,80,0,6,3,6,4,1
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1428,Male,1,Laboratory Technician,Married,2406,8,Y,19,80,2,8,3,1,0,0
32,No,Travel_Rarely,Sales,1,4,Medical,1,1429,Male,1,Sales Representative,Married,2269,0,Y,14,80,1,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1430,Male,2,Research Scientist,Single,4108,7,Y,13,80,0,18,2,7,1,7
38,No,Travel_Rarely,Research & Development,10,3,Medical,1,1431,Female,3,Research Director,Married,13206,3,Y,12,80,1,20,3,18,1,11
32,No,Travel_Rarely,Sales,1,4,Marketing,1,1432,Female,3,Sales Executive,Married,10422,1,Y,19,80,2,14,3,14,5,7
37,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1433,Female,3,Research Director,Married,13744,1,Y,25,80,1,16,2,16,6,8
25,No,Travel_Rarely,Sales,8,2,Other,1,1434,Female,2,Sales Executive,Divorced,4907,0,Y,22,80,1,6,3,5,0,4
52,No,Non-Travel,Sales,29,4,Life Sciences,1,1435,Male,1,Sales Representative,Divorced,3482,2,Y,15,80,2,16,3,9,0,0
44,No,Travel_Rarely,Research & Development,1,3,Medical,1,1436,Male,1,Research Scientist,Single,2436,6,Y,12,80,0,6,2,4,1,2
21,No,Travel_Rarely,Sales,5,1,Medical,1,1437,Male,1,Sales Representative,Single,2380,1,Y,11,80,0,2,6,2,1,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,1,1438,Male,5,Manager,Single,19431,2,Y,13,80,0,21,3,6,1,3
23,Yes,Travel_Frequently,Sales,9,3,Marketing,1,1439,Male,1,Sales Representative,Married,1790,1,Y,19,80,1,1,3,1,1,0
36,No,Travel_Rarely,Sales,3,3,Medical,1,1440,Female,3,Sales Executive,Married,7644,0,Y,19,80,2,10,2,9,3,4
36,No,Travel_Frequently,Research & Development,4,2,Life Sciences,1,1441,Female,2,Manufacturing Director,Divorced,5131,7,Y,13,80,3,18,3,4,0,2
56,No,Non-Travel,Research & Development,1,4,Life Sciences,1,1442,Male,2,Healthcare Representative,Divorced,6306,1,Y,21,80,1,13,2,13,1,9
29,Yes,Travel_Rarely,Research & Development,1,4,Medical,1,1443,Male,1,Research Scientist,Married,4787,9,Y,14,80,3,4,3,2,2,2
42,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1444,Male,5,Manager,Married,18880,5,Y,11,80,0,24,2,22,4,14
56,Yes,Travel_Rarely,Research & Development,7,2,Technical Degree,1,1445,Male,1,Laboratory Technician,Married,2339,8,Y,11,80,1,14,4,10,9,8
41,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1446,Female,4,Manufacturing Director,Married,13570,0,Y,23,80,1,21,3,20,0,10
34,No,Travel_Rarely,Sales,28,3,Marketing,1,1447,Female,2,Sales Executive,Married,6712,1,Y,21,80,2,8,2,8,1,7
36,No,Non-Travel,Sales,15,4,Marketing,1,1448,Male,2,Sales Executive,Divorced,5406,1,Y,24,80,1,15,4,15,11,11
41,No,Travel_Rarely,Sales,3,3,Life Sciences,1,1449,Male,2,Sales Executive,Divorced,8938,2,Y,11,80,1,14,5,5,0,4
32,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,1450,Male,1,Research Scientist,Single,2439,1,Y,14,80,0,4,4,4,1,2
35,No,Travel_Rarely,Human Resources,26,4,Life Sciences,1,1451,Female,3,Human Resources,Single,8837,1,Y,16,80,0,9,2,9,1,7
38,No,Travel_Rarely,Sales,10,2,Life Sciences,1,1452,Female,2,Sales Executive,Married,5343,1,Y,11,80,1,10,1,10,1,9
50,Yes,Travel_Frequently,Sales,1,4,Life Sciences,1,1453,Male,2,Sales Executive,Divorced,6728,7,Y,12,80,2,12,3,6,0,1
36,No,Travel_Rarely,Sales,11,4,Marketing,1,1454,Female,2,Sales Executive,Married,6652,4,Y,13,80,1,8,2,6,0,0
45,No,Travel_Rarely,Sales,20,3,Life Sciences,1,1455,Female,2,Sales Executive,Single,4850,8,Y,15,80,0,8,3,5,0,1
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1456,Male,1,Research Scientist,Single,2809,2,Y,14,80,0,8,2,2,2,2
35,No,Travel_Frequently,Research & Development,18,4,Life Sciences,1,1457,Male,2,Healthcare Representative,Married,5689,1,Y,14,80,2,10,2,10,0,2
40,No,Travel_Rarely,Research & Development,2,4,Medical,1,1458,Female,1,Research Scientist,Married,2001,2,Y,14,80,3,20,2,5,0,2
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1459,Female,1,Research Scientist,Married,2977,1,Y,12,80,1,4,5,4,1,1
29,No,Travel_Rarely,Research & Development,13,2,Other,1,1460,Male,2,Laboratory Technician,Married,4025,4,Y,13,80,1,10,2,4,0,3
29,No,Travel_Rarely,Research & Development,28,4,Medical,1,1461,Female,1,Research Scientist,Single,3785,1,Y,14,80,0,5,3,5,0,4
50,Yes,Travel_Rarely,Sales,28,3,Marketing,1,1462,Male,3,Sales Executive,Divorced,10854,4,Y,13,80,1,20,3,3,2,0
39,No,Travel_Rarely,Sales,24,1,Marketing,1,1463,Female,4,Sales Executive,Married,12031,0,Y,11,80,1,21,2,20,9,6
31,No,Non-Travel,Research & Development,5,3,Medical,1,1464,Male,2,Manufacturing Director,Single,9936,0,Y,19,80,0,10,2,9,1,7
26,No,Travel_Rarely,Sales,5,3,Other,1,1465,Female,1,Sales Representative,Single,2966,0,Y,18,80,0,5,2,4,0,0
36,No,Travel_Frequently,Research & Development,23,2,Medical,1,1466,Male,2,Laboratory Technician,Married,2571,4,Y,17,80,1,17,3,5,0,3
39,No,Travel_Rarely,Research & Development,6,1,Medical,1,1467,Male,3,Healthcare Representative,Married,9991,4,Y,15,80,1,9,5,7,1,7
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1468,Male,2,Manufacturing Director,Married,6142,1,Y,20,80,1,6,0,6,0,3
49,No,Travel_Frequently,Sales,2,3,Medical,1,1469,Male,2,Sales Executive,Married,5390,2,Y,14,80,0,17,3,9,0,8
34,No,Travel_Rarely,Research & Development,8,3,Medical,1,1470,Male,2,Laboratory Technician,Married,4404,2,Y,12,80,0,6,3,4,1,2
